time,wait,distance
60.00,24.00,394.90
84.00,32.00,426.51
37.00,0.00,394.89
62.00,23.00,426.51
87.00,34.00,426.51
78.00,31.00,426.51
53.00,16.00,426.51
78.00,27.00,426.51
70.00,18.00,426.51
69.00,15.00,426.51
30.00,0.00,394.89
62.00,13.00,426.51
49.00,12.00,426.51
52.00,7.00,426.51
62.00,11.00,426.51
54.00,7.00,426.51
52.00,14.00,376.51
58.00,17.00,394.90
42.00,5.00,426.51
65.00,23.00,394.90
56.00,15.00,376.51
48.00,0.00,426.51
46.00,3.00,426.51
35.00,0.00,394.89
57.00,17.00,394.90
51.00,11.00,394.90
46.00,6.00,376.51
49.00,9.00,376.51
65.00,20.00,426.51
50.00,7.00,394.90
41.00,2.00,394.90
35.00,0.00,394.90
42.00,2.00,376.51
55.00,10.00,426.51
40.00,0.00,376.51
48.00,2.00,394.90
33.00,0.00,376.51
36.00,0.00,376.51
37.00,0.00,394.90
34.00,0.00,394.89
50.00,3.00,426.51
35.00,0.00,394.89
46.00,0.00,426.51
43.00,0.00,426.51
34.00,0.00,394.90
39.00,0.00,426.51
30.00,0.00,394.89
55.00,15.00,376.51
36.00,0.00,376.51
58.00,15.00,376.51
48.00,10.00,376.51
34.00,0.00,376.51
34.00,0.00,394.89
51.00,11.00,376.51
41.00,3.00,376.51
43.00,5.00,376.51
34.00,0.00,376.51
36.00,0.00,376.51
32.00,0.00,394.89
31.00,0.00,376.51
36.00,0.00,394.89
33.00,0.00,376.51
30.00,0.00,376.51
35.00,0.00,394.89
31.00,0.00,394.89
80.00,34.00,426.51
64.00,23.00,394.90
73.00,24.00,426.51
44.00,0.00,394.89
75.00,22.00,426.51
65.00,12.00,426.51
35.00,0.00,394.89
64.00,22.00,426.51
58.00,11.00,426.51
57.00,12.00,426.51
51.00,13.00,426.51
45.00,8.00,426.51
86.00,32.00,426.51
49.00,3.00,426.51
72.00,24.00,426.51
60.00,20.00,394.90
44.00,7.00,426.51
70.00,18.00,426.51
58.00,18.00,376.51
55.00,14.00,394.90
62.00,15.00,376.51
59.00,15.00,426.51
53.00,13.00,394.90
53.00,8.00,426.51
31.00,0.00,394.89
55.00,12.00,376.51
40.00,2.00,394.90
24.00,0.00,376.51
68.00,21.00,426.51
53.00,11.00,376.51
69.00,17.00,394.90
46.00,4.00,376.51
49.00,7.00,376.51
37.00,0.00,394.89
53.00,9.00,394.90
47.00,3.00,426.51
41.00,0.00,394.90
51.00,4.00,394.90
42.00,0.00,376.51
36.00,0.00,394.90
40.00,0.00,376.51
30.00,0.00,394.89
32.00,0.00,394.89
35.00,0.00,376.51
42.00,0.00,426.51
30.00,0.00,394.90
49.00,0.00,426.51
42.00,0.00,426.51
39.00,0.00,394.90
62.00,22.00,376.51
55.00,15.00,376.51
55.00,18.00,376.51
47.00,9.00,376.51
48.00,8.00,376.51
36.00,0.00,376.51
40.00,1.00,376.51
34.00,0.00,394.89
40.00,0.00,376.51
34.00,0.00,394.89
33.00,0.00,376.51
33.00,0.00,376.51
30.00,0.00,394.89
32.00,0.00,394.89
32.00,0.00,376.51
35.00,0.00,376.51
30.00,0.00,394.89
60.00,25.00,426.51
86.00,36.00,426.51
85.00,35.00,426.51
39.00,0.00,394.89
41.00,10.00,376.51
79.00,33.00,426.51
70.00,17.00,426.51
69.00,20.00,426.51
38.00,8.00,376.51
65.00,22.00,426.51
52.00,7.00,426.51
32.00,0.00,394.89
80.00,30.00,426.51
54.00,7.00,426.51
63.00,23.00,394.90
60.00,21.00,376.51
63.00,11.00,426.51
