time,wait,distance
82.00,52.00,366.95
140.00,86.00,366.95
139.00,89.00,366.95
131.00,81.00,366.95
105.00,54.00,366.95
153.00,96.00,406.40
139.00,85.00,406.40
94.00,54.00,366.95
136.00,82.00,366.95
128.00,78.00,366.95
87.00,49.00,366.95
131.00,77.00,366.95
98.00,53.00,366.95
142.00,85.00,406.40
137.00,76.00,406.40
131.00,73.00,406.40
101.00,54.00,366.95
84.00,43.00,366.95
94.00,51.00,366.95
86.00,45.00,366.95
94.00,50.00,366.95
101.00,52.00,406.40
87.00,44.00,366.95
89.00,47.00,366.95
80.00,37.00,366.95
80.00,39.00,366.95
80.00,40.00,366.95
82.00,41.00,366.95
74.00,33.00,366.95
75.00,35.00,366.95
72.00,27.00,366.95
33.00,0.00,394.90
33.00,0.00,394.90
28.00,0.00,394.90
32.00,0.00,394.90
29.00,0.00,394.90
264.00,194.00,406.40
256.00,183.00,406.40
219.00,152.00,406.40
249.00,179.00,406.40
229.00,161.00,406.40
35.00,0.00,394.90
239.00,183.00,406.40
199.00,145.00,405.26
201.00,145.00,405.26
447.00,395.00,406.40
209.00,148.00,405.26
188.00,128.00,405.26
31.00,0.00,394.90
195.00,132.00,405.26
188.00,127.00,405.26
198.00,136.00,405.26
182.00,117.00,405.26
176.00,117.00,405.26
185.00,118.00,405.26
177.00,117.00,405.26
135.00,84.00,405.26
179.00,114.00,406.40
145.00,92.00,405.26
145.00,91.00,405.26
139.00,87.00,406.40
120.00,67.00,405.26
138.00,87.00,405.26
132.00,79.00,406.40
29.00,0.00,394.90
130.00,71.00,405.26
131.00,76.00,405.26
125.00,68.00,406.40
38.00,0.00,394.90
153.00,93.00,406.40
119.00,62.00,406.40
32.00,0.00,394.90
309.00,247.00,406.40
254.00,189.00,406.40
147.00,89.00,406.40
139.00,82.00,406.40
348.00,287.00,406.40
221.00,154.00,406.40
249.00,183.00,406.40
232.00,168.00,406.40
215.00,146.00,406.40
32.00,0.00,394.90
127.00,86.00,366.95
37.00,0.00,394.90
142.00,92.00,366.95
142.00,93.00,366.95
127.00,79.00,366.95
134.00,85.00,366.95
86.00,49.00,366.95
36.00,0.00,394.90
136.00,88.00,366.95
150.00,97.00,406.40
134.00,81.00,406.40
124.00,78.00,406.40
118.00,69.00,406.40
142.00,90.00,406.40
123.00,75.00,366.95
128.00,73.00,406.40
86.00,56.00,366.95
118.00,67.00,366.95
133.00,80.00,366.95
113.00,65.00,366.95
84.00,43.00,366.95
95.00,53.00,366.95
77.00,37.00,366.95
88.00,48.00,366.95
129.00,75.00,366.95
142.00,84.00,406.40
123.00,74.00,366.95
81.00,43.00,366.95
123.00,64.00,406.40
96.00,52.00,366.95
89.00,49.00,366.95
73.00,32.00,366.95
86.00,44.00,366.95
79.00,38.00,366.95
82.00,38.00,366.95
73.00,32.00,366.95
99.00,51.00,366.95
92.00,45.00,366.95
75.00,27.00,366.95
68.00,27.00,366.95
68.00,23.00,366.95
86.00,40.00,366.95
81.00,32.00,366.95
34.00,0.00,394.90
36.00,0.00,394.90
30.00,0.00,394.90
33.00,0.00,394.90
609.00,543.00,406.40
29.00,0.00,394.90
93.00,35.00,366.95
32.00,0.00,394.90
288.00,219.00,406.40
255.00,176.00,406.40
247.00,170.00,406.40
28.00,0.00,394.90
365.00,292.00,406.40
282.00,208.00,406.40
302.00,225.00,406.40
200.00,144.00,405.26
186.00,130.00,405.26
186.00,126.00,405.26
269.00,192.00,406.40
174.00,116.00,405.26
137.00,95.00,406.40
197.00,137.00,405.26
145.00,96.00,405.26
145.00,95.00,405.26
197.00,138.00,405.26
138.00,92.00,405.26
183.00,122.00,405.26
184.00,119.00,405.26
139.00,90.00,405.26
178.00,118.00,406.40
177.00,112.00,405.26
171.00,105.00,405.26
133.00,84.00,405.26
153.00,95.00,406.40
133.00,82.00,405.26
30.00,0.00,394.90
153.00,95.00,406.40
118.00,65.00,405.26
146.00,91.00,406.40
31.00,0.00,394.90
128.00,70.00,405.26
140.00,85.00,406.40
43.00,0.00,394.90
142.00,89.00,406.40
134.00,78.00,406.40
136.00,80.00,406.40
257.00,191.00,406.40
247.00,177.00,406.40
129.00,71.00,406.40
249.00,186.00,406.40
240.00,173.00,406.40
241.00,179.00,406.40
34.00,0.00,394.90
459.00,405.00,406.40
37.00,0.00,394.90
123.00,86.00,366.95
31.00,0.00,394.90
32.00,0.00,394.90
119.00,78.00,366.95
134.00,89.00,406.40
114.00,73.00,366.95
139.00,90.00,366.95
137.00,85.00,406.40
124.00,75.00,366.95
125.00,75.00,366.95
90.00,53.00,366.95
133.00,81.00,406.40
124.00,75.00,406.40
121.00,71.00,366.95
85.00,51.00,366.95
94.00,38.00,366.95
151.00,97.00,406.40
128.00,74.00,406.40
85.00,47.00,366.95
87.00,36.00,366.95
37.00,0.00,394.90
118.00,65.00,366.95
80.00,33.00,366.95
98.00,52.00,366.95
93.00,50.00,366.95
80.00,41.00,366.95
140.00,82.00,406.40
126.00,68.00,406.40
78.00,47.00,366.95
75.00,32.00,366.95
74.00,37.00,366.95
89.00,49.00,366.95
103.00,54.00,406.40
90.00,48.00,366.95
84.00,43.00,366.95
72.00,27.00,366.95
100.00,52.00,406.40
78.00,37.00,366.95
73.00,29.00,366.95
94.00,46.00,406.40
74.00,31.00,366.95
88.00,38.00,406.40
68.00,26.00,366.95
71.00,22.00,366.95
76.00,27.00,366.95
34.00,0.00,394.90
35.00,0.00,394.90
31.00,0.00,394.90
35.00,0.00,394.90
31.00,0.00,394.90
280.00,206.00,406.40
291.00,217.00,406.40
238.00,169.00,406.40
300.00,223.00,406.40
198.00,141.00,405.26
183.00,125.00,405.26
230.00,161.00,406.40
39.00,0.00,394.90
239.00,167.00,406.40
208.00,149.00,405.26
192.00,133.00,405.26
170.00,112.00,405.26
30.00,0.00,394.90
32.00,0.00,394.90
231.00,164.00,406.40
186.00,125.00,405.26
146.00,95.00,405.26
195.00,131.00,405.26
139.00,92.00,405.26
146.00,93.00,405.26
182.00,117.00,405.26
132.00,82.00,405.26
118.00,66.00,406.40
177.00,115.00,405.26
184.00,116.00,405.26
141.00,87.00,405.26
118.00,70.00,405.26
112.00,60.00,406.40
179.00,114.00,406.40
136.00,84.00,405.26
128.00,70.00,405.26
233.00,157.00,406.40
154.00,97.00,406.40
316.00,244.00,406.40
149.00,94.00,406.40
35.00,0.00,394.90
635.00,583.00,406.40
143.00,88.00,406.40
35.00,0.00,394.90
229.00,152.00,406.40
137.00,80.00,406.40
238.00,179.00,406.40
313.00,240.00,406.40
214.00,130.00,406.40
30.00,0.00,394.90
174.00,94.00,406.40
118.00,62.00,366.95
115.00,59.00,366.95
147.00,102.00,366.95
124.00,74.00,366.95
124.00,82.00,366.95
147.00,96.00,406.40
142.00,95.00,366.95
89.00,42.00,366.95
133.00,83.00,406.40
120.00,69.00,366.95
131.00,76.00,366.95
137.00,89.00,366.95
82.00,39.00,366.95
93.00,51.00,366.95
144.00,89.00,406.40
75.00,36.00,366.95
129.00,76.00,406.40
138.00,83.00,406.40
127.00,79.00,366.95
125.00,68.00,406.40
71.00,29.00,366.95
91.00,50.00,366.95
135.00,78.00,406.40
64.00,25.00,366.95
97.00,56.00,366.95
61.00,22.00,366.95
89.00,44.00,366.95
30.00,0.00,394.90
83.00,38.00,366.95
29.00,0.00,366.95
33.00,0.00,366.95
37.00,0.00,394.90
27.00,0.00,366.95
36.00,0.00,394.90
228.00,144.00,406.40
287.00,219.00,406.40
291.00,206.00,406.40
213.00,135.00,406.40
239.00,171.00,406.40
274.00,192.00,406.40
200.00,143.00,405.26
184.00,128.00,405.26
224.00,140.00,406.40
193.00,132.00,405.26
